Comarca,Código Comarca,Concello,Código Concello,Parroquia,Código Parroquia
Tabeirós-Terra De Montes,36,A Estrada,36017,Sabucedo (San Lourenzo),3601741
Tabeirós-Terra De Montes,36,A Estrada,36017,Santeles (San Xoán),3601742
Tabeirós-Terra De Montes,36,A Estrada,36017,A Somoza (Santo André),3601743
Tabeirós-Terra De Montes,36,A Estrada,36017,Souto (Santo André),3601744
Tabeirós-Terra De Montes,36,A Estrada,36017,Tabeirós (Santiago),3601745
Tabeirós-Terra De Montes,36,A Estrada,36017,Toedo (San Pedro),3601746
Tabeirós-Terra De Montes,36,A Estrada,36017,Santo André de Vea (Santo André),3601747
Tabeirós-Terra De Montes,36,A Estrada,36017,San Xurxo de Vea (San Xurxo),3601748
Tabeirós-Terra De Montes,36,A Estrada,36017,San Xiao de Vea (San Xiao),3601749
Tabeirós-Terra De Montes,36,A Estrada,36017,Santa Cristina de Vea (Santa Cristina),3601750
Tabeirós-Terra De Montes,36,A Estrada,36017,Vinseiro (Santa Cristina),3601751
Tabeirós-Terra De Montes,36,Forcarei,36018,Aciveiro (Santa María),3601801
Tabeirós-Terra De Montes,36,Forcarei,36018,Castrelo (Santa Mariña),3601802
Tabeirós-Terra De Montes,36,Forcarei,36018,Dúas Igrexas (Santa María),3601803
Tabeirós-Terra De Montes,36,Forcarei,36018,Forcarei (San Martiño),3601804
Tabeirós-Terra De Montes,36,Forcarei,36018,A Madanela de Montes (Santa María Madanela),3601805
Tabeirós-Terra De Montes,36,Forcarei,36018,Meavía (San Xoán),3601806
Tabeirós-Terra De Montes,36,Forcarei,36018,Millarada (San Amedio),3601807
Tabeirós-Terra De Montes,36,Forcarei,36018,Pardesoa (Santiago),3601808
Tabeirós-Terra De Montes,36,Forcarei,36018,Pereira (San Bartolomeu),3601809
Tabeirós-Terra De Montes,36,Forcarei,36018,San Miguel de Presqueiras (San Miguel),3601810
Tabeirós-Terra De Montes,36,Forcarei,36018,Santa Mariña de Presqueiras (Santa Mariña),3601811
Tabeirós-Terra De Montes,36,Forcarei,36018,Quintillán (San Pedro),3601812
Tabeirós-Terra De Montes,36,Forcarei,36018,Ventoxo (San Nicolao),3601813
A Fonsagrada,27,A Fonsagrada,27018,A Allonca (Santa María),2701801
A Fonsagrada,27,A Fonsagrada,27018,San Martín de Arroxo (San Martín),2701802
A Fonsagrada,27,A Fonsagrada,27018,A Bastida (San Miguel),2701803
A Fonsagrada,27,A Fonsagrada,27018,Bruicedo (Santiago),2701804
A Fonsagrada,27,A Fonsagrada,27018,Carballido (Santa María),2701805
A Fonsagrada,27,A Fonsagrada,27018,Cereixido (Santiago),2701806
A Fonsagrada,27,A Fonsagrada,27018,Cuíñas (San Cristovo),2701807
A Fonsagrada,27,A Fonsagrada,27018,Fonfría (Santa María Madanela),2701808
A Fonsagrada,27,A Fonsagrada,27018,A Fonsagrada (Santa María),2701809
A Fonsagrada,27,A Fonsagrada,27018,Freixo (San Xulián),2701810
A Fonsagrada,27,A Fonsagrada,27018,Lamas de Campos (San Roque),2701811
A Fonsagrada,27,A Fonsagrada,27018,Lamas de Moreira (Santa María),2701812
A Fonsagrada,27,A Fonsagrada,27018,Santo André de Logares (Santo André),2701813
A Fonsagrada,27,A Fonsagrada,27018,Maderne (San Pedro),2701814
A Fonsagrada,27,A Fonsagrada,27018,Monteseiro (San Bartolo),2701815
A Fonsagrada,27,A Fonsagrada,27018,San Pedro de Neiro (San Pedro),2701816
A Fonsagrada,27,A Fonsagrada,27018,Pacios (Santa María),2701817
A Fonsagrada,27,A Fonsagrada,27018,O Padrón (San Xoán),2701818
A Fonsagrada,27,A Fonsagrada,27018,Paradavella (San Xoán),2701819
A Fonsagrada,27,A Fonsagrada,27018,Piñeira (Santa María),2701820
A Fonsagrada,27,A Fonsagrada,27018,A Proba de Burón (Santa María Madanela),2701821
A Fonsagrada,27,A Fonsagrada,27018,San Pedro de Río (San Pedro),2701822
A Fonsagrada,27,A Fonsagrada,27018,San Martín de Suarna (San Martín),2701823
A Fonsagrada,27,A Fonsagrada,27018,A Trapa (San Cibrán),2701824
A Fonsagrada,27,A Fonsagrada,27018,O Trobo (Santa María),2701825
A Fonsagrada,27,A Fonsagrada,27018,A Veiga de Logares (Santa María),2701826
A Fonsagrada,27,A Fonsagrada,27018,Vieiro (Santo Antonio),2701827
A Fonsagrada,27,A Fonsagrada,27018,Vilabol de Suarna (Santa María),2701828
A Fonsagrada,27,A Fonsagrada,27018,O Vilar da Cuíña (Santa Bárbara),2701829
A Fonsagrada,27,Baleira,27004,A Braña (San Miguel),2700401
A Fonsagrada,27,Baleira,27004,Córneas (Santiago),2700402
A Fonsagrada,27,Baleira,27004,Cubilledo (Santiago),2700403
A Fonsagrada,27,Baleira,27004,A Degolada (San Lourenzo),2700404
A Fonsagrada,27,Baleira,27004,A Esperela (San Pedro),2700405
A Fonsagrada,27,Baleira,27004,A Fontaneira (Santiago),2700406
A Fonsagrada,27,Baleira,27004,Fonteo (Santa María),2700407
A Fonsagrada,27,Baleira,27004,A Lastra (San Xoán),2700408
A Fonsagrada,27,Baleira,27004,Librán (Santa Mariña),2700409
A Fonsagrada,27,Baleira,27004,Martín (Santiago),2700410
A Fonsagrada,27,Baleira,27004,Pousada (San Lourenzo),2700411
A Fonsagrada,27,Baleira,27004,Retizós (Santa María Madanela),2700412
A Fonsagrada,27,Negueira de Muñiz,27035,Barcela (San Miguel),2703501
A Fonsagrada,27,Negueira de Muñiz,27035,San Pedro de Ernes (San Pedro),2703502
A Fonsagrada,27,Negueira de Muñiz,27035,Marentes (Santa María Madanela),2703503
A Fonsagrada,27,Negueira de Muñiz,27035,Negueira (San Salvador),2703504
A Fonsagrada,27,Negueira de Muñiz,27035,Ouviaño (Santiago),2703505
A Fonsagrada,27,Negueira de Muñiz,27035,Río de Porto (San Brais da Barqueiría),2703506
O Baixo Miño,36,A Guarda,36023,Camposancos (Santa Isabel),3602301
O Baixo Miño,36,A Guarda,36023,A Guarda (Santa María),3602302
O Baixo Miño,36,A Guarda,36023,Salcidos (San Lourenzo),3602303
O Baixo Miño,36,O Rosal,36048,As Eiras (San Bartolomeu),3604801
O Baixo Miño,36,O Rosal,36048,O Rosal (Santa Mariña),3604802
O Baixo Miño,36,O Rosal,36048,San Miguel de Tabagón (San Miguel),3604803
O Baixo Miño,36,O Rosal,36048,Tabagón (San Xoán),3604804
O Baixo Miño,36,Oia,36036,Burgueira (San Pedro),3603601
O Baixo Miño,36,Oia,36036,Loureza (San Mamede),3603602
O Baixo Miño,36,Oia,36036,Mougás (Santa Uxía),3603603
O Baixo Miño,36,Oia,36036,Oia (Santa María),3603604
O Baixo Miño,36,Oia,36036,Pedornes (San Mamede),3603605
O Baixo Miño,36,Oia,36036,Viladesuso (San Miguel),3603606
O Baixo Miño,36,Tomiño,36054,Amorín (San Xoán),3605401
O Baixo Miño,36,Tomiño,36054,Currás (San Martiño),3605403
O Baixo Miño,36,Tomiño,36054,Figueiró (San Martiño),3605405
O Baixo Miño,36,Tomiño,36054,Forcadela (San Pedro),3605406
O Baixo Miño,36,Tomiño,36054,Piñeiro (San Salvador),3605409
O Baixo Miño,36,Tomiño,36054,Sobrada (San Salvador),3605410
O Baixo Miño,36,Tomiño,36054,Taborda (San Miguel),3605411
O Baixo Miño,36,Tomiño,36054,San Salvador de Tebra (San Salvador),3605412
O Baixo Miño,36,Tomiño,36054,Tebra (Santa María),3605413
O Baixo Miño,36,Tomiño,36054,Tomiño (Santa María),3605414
O Baixo Miño,36,Tomiño,36054,Barrantes (San Vicente),3605402
O Baixo Miño,36,Tomiño,36054,Vilameán (San Bieito),3605415
O Baixo Miño,36,Tomiño,36054,Goián (San Cristovo),3605407
O Baixo Miño,36,Tomiño,36054,Pinzás (Santa María),3605408
O Baixo Miño,36,Tomiño,36054,Estás (Santiago),3605404
O Baixo Miño,36,Tui,36055,Areas (Santa Mariña),3605501
O Baixo Miño,36,Tui,36055,Baldráns (Santiago),3605502
O Baixo Miño,36,Tui,36055,Caldelas de Tui (San Martiño),3605503
O Baixo Miño,36,Tui,36055,Guillarei (San Mamede),3605504
O Baixo Miño,36,Tui,36055,Malvas (Santiago),3605505
O Baixo Miño,36,Tui,36055,Paramos (San Xoán),3605506
O Baixo Miño,36,Tui,36055,Pazos de Reis (O Sagrario),3605507
O Baixo Miño,36,Tui,36055,Pexegueiro (San Miguel),3605508
O Baixo Miño,36,Tui,36055,Randufe (Santa María da Guía),3605509
O Baixo Miño,36,Tui,36055,Rebordáns (San Bartolomeu),3605510
O Baixo Miño,36,Tui,36055,Ribadelouro (Santa Comba),3605511
O Baixo Miño,36,Tui,36055,Tui (O Sagrario),3605512
Viana,32,A Gudiña,32034,Barxa (San Xoán),3203401
Viana,32,A Gudiña,32034,O Canizo (Santa María),3203402
Viana,32,A Gudiña,32034,Carracedo da Serra (Santiago),3203403
Viana,32,A Gudiña,32034,A Gudiña (San Martiño e San Pedro),3203404
Viana,32,A Gudiña,32034,Parada da Serra (San Lucas),3203405
Viana,32,A Gudiña,32034,San Lourenzo de Pentes (San Lourenzo),3203406
Viana,32,A Gudiña,32034,Pentes (San Mamede),3203407
Viana,32,A Gudiña,32034,O Tameirón (Santa María),3203408
Viana,32,A Mezquita,32048,Cádavos (Santa María Madanela),3204801
Viana,32,A Mezquita,32048,Castromil (Nosa Señora da Encarnación),3204802
Viana,32,A Mezquita,32048,Chaguazoso (Santiago),3204803
Viana,32,A Mezquita,32048,A Esculqueira (Santa Eufemia),3204804
Viana,32,A Mezquita,32048,Manzalvos (Santa María),3204805
Viana,32,A Mezquita,32048,A Mezquita (San Martiño),3204806
Viana,32,A Mezquita,32048,O Pereiro (San Pedro),3204807
Viana,32,A Mezquita,32048,Santigoso (San Simón),3204808
Viana,32,A Mezquita,32048,A Vilavella (Santa María da Cabeza),3204809
Viana,32,A Mezquita,32048,A Canda (San Antón),3204810
Viana,32,Viana do Bolo,32086,Bembibre (Santo André),3208601
Viana,32,Viana do Bolo,32086,Caldesiños (Santa Cristina),3208602
Viana,32,Viana do Bolo,32086,Cepedelo (Santa María),3208603
Viana,32,Viana do Bolo,32086,Covelo (San Lourenzo),3208604
Viana,32,Viana do Bolo,32086,Fornelos de Filloás (Santa María),3208605
Viana,32,Viana do Bolo,32086,Fradelo (San Vicenzo),3208606
Viana,32,Viana do Bolo,32086,Froxais (San Brais),3208607
Viana,32,Viana do Bolo,32086,Grixoa (San Pedro),3208608
Viana,32,Viana do Bolo,32086,Hedroso (San Román),3208609
Viana,32,Viana do Bolo,32086,Louzaregos (Santa María),3208610
Viana,32,Viana do Bolo,32086,Mourisca (Santa María),3208611
Viana,32,Viana do Bolo,32086,Paradela (San Pedro),3208612
Viana,32,Viana do Bolo,32086,Penouta (San Bartolomeu),3208613
Viana,32,Viana do Bolo,32086,Pexeiros (Santa María),3208614
Viana,32,Viana do Bolo,32086,Pinza (Santa María),3208615
Viana,32,Viana do Bolo,32086,Pradocabalos (Santa María),3208616
Viana,32,Viana do Bolo,32086,Pradorramisquedo (San Sebastián),3208617
Viana,32,Viana do Bolo,32086,Punxeiro (San Marcos),3208618
Viana,32,Viana do Bolo,32086,Quintela de Hedroso (San Cosmede),3208619
Viana,32,Viana do Bolo,32086,Quintela de Umoso (Padre Eterno),3208620
Viana,32,Viana do Bolo,32086,Quintela do Pando (Santa Isabel),3208621
Viana,32,Viana do Bolo,32086,Ramilo (San Pedro),3208622
Viana,32,Viana do Bolo,32086,Rubiais (San Cibrao),3208623
Viana,32,Viana do Bolo,32086,San Cibrao (San Cibrao),3208624
Viana,32,Viana do Bolo,32086,San Mamede (Santiago),3208625
Viana,32,Viana do Bolo,32086,San Martiño (San Xoán),3208626
Viana,32,Viana do Bolo,32086,Santa Mariña da Ponte (Santa Mariña),3208627
Viana,32,Viana do Bolo,32086,Sever (San Lourenzo),3208628
Viana,32,Viana do Bolo,32086,Solbeira (Santo Adrao),3208629
Viana,32,Viana do Bolo,32086,Tabazoa de Hedroso (Santa María),3208630
Viana,32,Viana do Bolo,32086,Tabazoa de Umoso (San Sebastián),3208631
Viana,32,Viana do Bolo,32086,Viana do Bolo (Santa María),3208632
Viana,32,Viana do Bolo,32086,Vilardemilo (Santa María Madanela),3208633
Viana,32,Viana do Bolo,32086,Vilarmeao (Santo Antón),3208634
Viana,32,Viana do Bolo,32086,Vilaseco da Serra (San Vicenzo),3208635
Viana,32,Vilariño de Conso,32092,Castiñeira (San Lourenzo),3209201
Viana,32,Vilariño de Conso,32092,Conso (Santiago),3209202
Viana,32,Vilariño de Conso,32092,Chaguazoso (San Bernabé),3209203
Viana,32,Vilariño de Conso,32092,Mormentelos (Nosa Señora da O),3209204
Viana,32,Vilariño de Conso,32092,San Lourenzo de Pentes (San Lourenzo),3209205
Viana,32,Vilariño de Conso,32092,Pradoalbar (Santo André),3209206
Viana,32,Vilariño de Conso,32092,Sabuguido (Santa María),3209207
Viana,32,Vilariño de Conso,32092,San Cristovo (San Cristovo),3209208
Viana,32,Vilariño de Conso,32092,San Mamede de Hedrada (San Mamede),3209209
Viana,32,Vilariño de Conso,32092,Vilariño de Conso (San Martiño),3209210
O Salnés,36,A Illa de Arousa,36901,A Illa de Arousa (San Xulián),3690101
O Salnés,36,Cambados,36006,Cambados (Santa Mariña),3600601
O Salnés,36,Cambados,36006,Castrelo (Santa Cruz),3600602
O Salnés,36,Cambados,36006,Corvillón (San Amedio),3600603
O Salnés,36,Cambados,36006,Oubiña (San Vicenzo),3600604
O Salnés,36,Cambados,36006,Vilariño (Santo Adrián),3600605
O Salnés,36,Meaño,36027,Covas (Santa Cristina),3602701
O Salnés,36,Meaño,36027,Dena (Santa Eulalia),3602702
O Salnés,36,Meaño,36027,Meaño (San Xoán),3602704
O Salnés,36,Meaño,36027,Padrenda (San Martiño),3602705
O Salnés,36,Meaño,36027,Simes (Santa María),3602706
O Salnés,36,Meaño,36027,Xil (Santa Eulalia),3602707
O Salnés,36,Meaño,36027,Lores (San Miguel),3602703
O Salnés,36,Meis,36028,A Armenteira (Santa María),3602801
O Salnés,36,Meis,36028,Meis (San Salvador),3602803
O Salnés,36,Meis,36028,San Lourenzo de Nogueira (San Lourenzo),3602804
O Salnés,36,Meis,36028,Nogueira (San Vicente),3602805
O Salnés,36,Meis,36028,San Tomé de Nogueira (San Tomé),3602806
O Salnés,36,Meis,36028,Paradela (Santa María),3602808
O Salnés,36,Meis,36028,San Martiño de Meis (San Martiño),3602802
O Salnés,36,O Grove,36022,O Grove (San Martiño),3602201
O Salnés,36,O Grove,36022,San Vicente do Grove (San Vicente),3602202
O Salnés,36,Ribadumia,36046,Barrantes (Santo André),3604601
O Salnés,36,Ribadumia,36046,Besomaño (Santa María),3604603
O Salnés,36,Ribadumia,36046,Leiro (San Xoán),3604604
O Salnés,36,Ribadumia,36046,Lois (San Fins),3604605
O Salnés,36,Ribadumia,36046,Ribadumia (Santa Baia),3604606
O Salnés,36,Ribadumia,36046,Sisán (San Clemenzo),3604607
O Salnés,36,Sanxenxo,36051,Bordóns (San Pedro),3605103
O Salnés,36,Sanxenxo,36051,Dorrón (San Xoán),3605104
O Salnés,36,Sanxenxo,36051,Nantes (Santa Baia),3605106
O Salnés,36,Sanxenxo,36051,Padriñán (San Xenxo),3605108
O Salnés,36,Sanxenxo,36051,Arra (San Amaro),3605102
O Salnés,36,Sanxenxo,36051,Adina (Santa María),3605101
O Salnés,36,Sanxenxo,36051,Noalla (Santo Estevo),3605107
O Salnés,36,Sanxenxo,36051,Vilalonga (San Pedro),3605109
O Salnés,36,Sanxenxo,36051,Gondar (San Tomé),3605105
O Salnés,36,Vilagarcía de Arousa,36060,Bamio (San Xens),3606002
O Salnés,36,Vilagarcía de Arousa,36060,Cea (San Pedro),3606004
O Salnés,36,Vilagarcía de Arousa,36060,Rubiáns (Santa María),3606007
O Salnés,36,Vilagarcía de Arousa,36060,Solobeira (San Fins),3606011
O Salnés,36,Vilagarcía de Arousa,36060,O Carril (Santiago),3606003
O Salnés,36,Vilagarcía de Arousa,36060,Arealonga (Santa Baia),3606001
O Salnés,36,Vilagarcía de Arousa,36060,Cornazo (San Pedro),3606005
O Salnés,36,Vilagarcía de Arousa,36060,Fontecarmoa (San Pedro),3606006
O Salnés,36,Vilagarcía de Arousa,36060,Sobradelo (San Salvador),3606008
O Salnés,36,Vilagarcía de Arousa,36060,Sobrán (San Martiño),3606010
O Salnés,36,Vilagarcía de Arousa,36060,Vilagarcía (Santa Baia),3606012
O Salnés,36,Vilanova de Arousa,36061,András (San Lourenzo),3606101
O Salnés,36,Vilanova de Arousa,36061,Baión (San Xoán),3606102
O Salnés,36,Vilanova de Arousa,36061,Deiro (San Miguel),3606104
O Salnés,36,Vilanova de Arousa,36061,Tremoedo (Santo Estevo),3606106
O Salnés,36,Vilanova de Arousa,36061,Vilanova de Arousa (San Cibrán),3606107
O Salnés,36,Vilanova de Arousa,36061,Caleiro (Santa María),3606103
Pontevedra,36,A Lama,36025,Antas (Santiago),3602501
Pontevedra,36,A Lama,36025,A Barcia do Seixo (Santa Ana),3602502
Pontevedra,36,A Lama,36025,Verducido (San Martiño),3602503
Pontevedra,36,A Lama,36025,Covelo (San Sebastián),3602504
Pontevedra,36,A Lama,36025,Escuadra (San Lourenzo),3602505
Pontevedra,36,A Lama,36025,Gaxate (San Pedro),3602506
Pontevedra,36,A Lama,36025,Xende (San Paulo),3602507
Pontevedra,36,A Lama,36025,Xesta (San Bartolomeu),3602508
Pontevedra,36,A Lama,36025,A Lama (San Salvador),3602509
Pontevedra,36,A Lama,36025,Seixido (San Bartolomeu),3602510
Pontevedra,36,Barro,36002,Agudelo (San Martiño),3600201
Pontevedra,36,Barro,36002,Barro (San Breixo),3600202
Pontevedra,36,Barro,36002,Curro (Santa María),3600203
Pontevedra,36,Barro,36002,Perdecanai (Santa María),3600204
Pontevedra,36,Barro,36002,Portela (San Mamede),3600205
Pontevedra,36,Barro,36002,Valiñas (Santo André),3600206
Pontevedra,36,Campo Lameiro,36007,O Campo (San Miguel),3600701
Pontevedra,36,Campo Lameiro,36007,O Couso (San Cristovo),3600702
Pontevedra,36,Campo Lameiro,36007,Fragas (Santa Mariña),3600703
Pontevedra,36,Campo Lameiro,36007,Montes (San Isidro),3600704
Pontevedra,36,Campo Lameiro,36007,Morillas (Santiago),3600705
Pontevedra,36,Campo Lameiro,36007,Moimenta (Santa María),3600706
Pontevedra,36,Poio,36041,Combarro (San Roque),3604101
Pontevedra,36,Poio,36041,Poio (San Xoán),3604102
Pontevedra,36,Poio,36041,Poio (San Salvador),3604103
Pontevedra,36,Poio,36041,Raxó (San Gregorio),3604104
Pontevedra,36,Poio,36041,Samieira (Santa María),3604105
Pontevedra,36,Ponte Caldelas,36043,Anceu (Santo André),3604301
Pontevedra,36,Ponte Caldelas,36043,Castro Barbudo (Santa María),3604302
Pontevedra,36,Ponte Caldelas,36043,Caritel (Santa María),3604303
Pontevedra,36,Ponte Caldelas,36043,Forzáns (San Fiz),3604304
Pontevedra,36,Ponte Caldelas,36043,A Insua (Santa Mariña),3604305
Pontevedra,36,Ponte Caldelas,36043,Xustáns (San Martiño),3604306
Pontevedra,36,Ponte Caldelas,36043,Ponte Caldelas (Santa Eulalia),3604307
Pontevedra,36,Ponte Caldelas,36043,Taboadelo (Santiago),3604308
Pontevedra,36,Ponte Caldelas,36043,Tourón (Santa María),3604309
Pontevedra,36,Pontevedra,36038,Pontevedra,3603800
Pontevedra,36,Pontevedra,36038,Alba (Santa María),3603801
Pontevedra,36,Pontevedra,36038,Verducido (San Martiño),3603802
Pontevedra,36,Pontevedra,36038,Bora (Santa Mariña),3603803
Pontevedra,36,Pontevedra,36038,Campañó (San Pedro),3603804
Pontevedra,36,Pontevedra,36038,A Canicouva (Santo Estevo),3603805
Pontevedra,36,Pontevedra,36038,Cerponzóns (San Vicente),3603806
Pontevedra,36,Pontevedra,36038,Xeve (Santo André),3603807
Pontevedra,36,Pontevedra,36038,Santa María de Xeve (Santa María),3603808
Pontevedra,36,Pontevedra,36038,Lérez (San Salvador),3603809
Pontevedra,36,Pontevedra,36038,Lourizán (Santo André),3603810
Pontevedra,36,Pontevedra,36038,Marcón (San Miguel),3603811
Pontevedra,36,Pontevedra,36038,Salcedo (San Martiño),3603815
Pontevedra,36,Pontevedra,36038,Tomeza (San Pedro),3603817
Pontevedra,36,Pontevedra,36038,A Virxe do Camiño,3603818
Pontevedra,36,Pontevedra,36038,Mourente (Santa María),3603812
Pontevedra,36,Pontevedra,36038,Ponte Sampaio (Santa María),3603814
Pontevedra,36,Vilaboa,36058,Santa Comba de Bértola (Santa Comba),3605801
Pontevedra,36,Vilaboa,36058,Cobres (Santo Adrán),3605802
Pontevedra,36,Vilaboa,36058,Santa Cristina de Cobres (Santa Cristina),3605803
Pontevedra,36,Vilaboa,36058,Figueirido (Santo André),3605804
Pontevedra,36,Vilaboa,36058,Vilaboa (San Martiño),3605805
Bergantiños,15,A Laracha,15041,Cabovilaño (San Román),1504101
Bergantiños,15,A Laracha,15041,Caión (Santa María do Socorro),1504102
Bergantiños,15,A Laracha,15041,Coiro (San Xián),1504103
Bergantiños,15,A Laracha,15041,Erboedo (Santa María),1504104
Bergantiños,15,A Laracha,15041,Golmar (San Bieito),1504105
Bergantiños,15,A Laracha,15041,Lemaio (Santa María),1504106
Bergantiños,15,A Laracha,15041,Lendo (San Xián),1504107
Bergantiños,15,A Laracha,15041,Lestón (San Martiño),1504108
